Id,Class,split,image,unknown_ratio,quality,pixel_sha256
5QEDgGFSnVXWJLxUouBP,2,train,images/train/class_2/5QEDgGFSnVXWJLxUouBP.png,0.006475,normal,a1ab1280cb7e4c52724defa899834ca8344d8bf0a08c08ef087c993e33979ae9
5Su9y2pdWjXihsICkxUF,1,test,images/test/class_1/5Su9y2pdWjXihsICkxUF.png,0.059849,normal,de85e3ce21a1e763da97a775b145b37b4fcdd83802a7692822e43b47872028a5
5VxRKX4N9ShuDZsqFepk,9,train,images/train/class_9/5VxRKX4N9ShuDZsqFepk.png,0.001885,normal,16ab3944112214b92564252cb4b5bbc51cf1b8a08af05e7889629c1c032fd41f
5b6L7AeCpaJPYZX4Wqjf,8,train,images/train/class_8/5b6L7AeCpaJPYZX4Wqjf.png,0.070943,normal,78fa05399ca47b7078d74e41f30c272ebbcfedb2d2f1859bcc565fba3095599e
5drRtkhwUeEg1WyBCXnF,9,train,images/train/class_9/5drRtkhwUeEg1WyBCXnF.png,0.007499,normal,9a0c3867e67f1272eb1061aee04388a6ed032d145c4b474991a63bd93e123d7b
5iTN1hBtkRDLcF7JZYns,2,train,images/train/class_2/5iTN1hBtkRDLcF7JZYns.png,0.007153,normal,c0b00253841fc942f25876e9f9934ec2fda1b57f371516c8168439dbabdf426f
5mFA9kajVz67sSR8YNGL,1,train,images/train/class_1/5mFA9kajVz67sSR8YNGL.png,0.045654,normal,565ac544126064789c9d45e3e0295e686c4862a561204597761e6849f34d4ea7
5mTjuSpdDG8k1IBHaPqY,7,train,images/train/class_7/5mTjuSpdDG8k1IBHaPqY.png,0.992462,review,c7d9d4bbacfcf5f66456ef25250b8033f606fdac49ba2b931ba6fc39382cc23b
5pwP8bUu32gVJDrRCIcL,3,train,images/train/class_3/5pwP8bUu32gVJDrRCIcL.png,0.635338,caution,22618d9e95f9cab80bbad8a9d83c0f9cb6e2da35c2b75d36b06eeb658a5d4728
5tMCNKDogQ2x7zwUbpcZ,5,train,images/train/class_5/5tMCNKDogQ2x7zwUbpcZ.png,0.854226,caution,bae13cb41edff454041a27f003389c9316b68de5bdc02de00acedf051ab5dd3d
5yeOrl2fKasq6BnStQ4G,2,train,images/train/class_2/5yeOrl2fKasq6BnStQ4G.png,0.058152,normal,346bc4b1fcf6f604289a435f770f209c8d67c1c6963201d82b89353f4f6c3fd1
60DUJgelq3snQhyT5bxm,3,train,images/train/class_3/60DUJgelq3snQhyT5bxm.png,0.635993,caution,46d1f5ec5cc187098b957f3afb4a252f55d80c92d79daef95636c46b7645ad4d
61rgpy8Dx9SR4WBzaPtm,9,train,images/train/class_9/61rgpy8Dx9SR4WBzaPtm.png,0.566453,caution,b49cf0e66807267720d903ca6e0f94bcb7e69f810cd59205e9589118efc34b19
65DnqP94QNtxbAHo1ucL,3,train,images/train/class_3/65DnqP94QNtxbAHo1ucL.png,0.636649,caution,8bfd41a56443f89d76ef340762633b1dd209dcbfe12375c28995d429f7c9f8b9
65fRYHjJXpsLZdb8WFuy,2,val,images/val/class_2/65fRYHjJXpsLZdb8WFuy.png,0.039812,normal,1b4a07e35102a736ad237f498f7e4662191610aea71616e14602ada6dcfee988
670isB8fzGbAXI3HmUoF,7,train,images/train/class_7/670isB8fzGbAXI3HmUoF.png,0.99242,review,0d650c10047b7360f805f364d20ccbd9dbb49d9ee7d977b018dc7c80b5eb07e3
697TFDm0KRiZIgB4pJG1,7,val,images/val/class_7/697TFDm0KRiZIgB4pJG1.png,0.99242,review,6012dff11c47c8fe2f3023017d8707e09fa21c14b5892d58115eae1c027a978e
6Cvyc7zMbZq5DfJprmXP,2,train,images/train/class_2/6Cvyc7zMbZq5DfJprmXP.png,0.006072,normal,c0069823d647f29c9333a4ca9c3c5f78d08cbbbcbdce471a032d64f41994f6fd
6Gl3BHUfNtrFQv5YJOym,6,train,images/train/class_6/6Gl3BHUfNtrFQv5YJOym.png,0.597563,caution,6faa540f8f28dbde671fc424fa304e125fd08c090654fde0b28e7c5a2cf99469
6HdwDkgvEnNh9cqlyfR7,4,train,images/train/class_4/6HdwDkgvEnNh9cqlyfR7.png,0.524731,caution,28fe6a4cec875717447eea16d97215cb4713df91fc1bf7f30240cb3d3ed273ca
6JIAcqDxegQoLzdNM91w,4,test,images/test/class_4/6JIAcqDxegQoLzdNM91w.png,0.353156,normal,aee74e4dd6469135e64ebaa6034137af72ecc76a34c4441ff5ad5585ea4600a9
6JcOPhsUjbfXgnoQaHyN,6,train,images/train/class_6/6JcOPhsUjbfXgnoQaHyN.png,0.002358,normal,287724a4b651d68b43bfe306bdeeaa0cba553d1e8619b1eff20383b1619cfcd5
6McvAWZj4285L7XPrwnE,7,train,images/train/class_7/6McvAWZj4285L7XPrwnE.png,0.992334,review,02b778aead5fffd84e2e7d505e618fc4a4aa130d7dfbc884d2fa645bc1f5605c
6SMZ0wGN2p3hv9rFEVcb,1,train,images/train/class_1/6SMZ0wGN2p3hv9rFEVcb.png,0.070036,normal,914aaf0c0bbf3b8adba351c344368900376de1001ab45749ada73e81668012e9
6VNXsCD0lueo1nw3KO5M,4,train,images/train/class_4/6VNXsCD0lueo1nw3KO5M.png,0.526361,caution,ddcfe816bde23a8eb681ee6e1b98c9debadd60f122b3d3718d556990a1698a60
6WauKLy80DTdQf5hjZx7,2,train,images/train/class_2/6WauKLy80DTdQf5hjZx7.png,0.009044,normal,5248a1e4c1732d1e2097e732c9fad9aa7fca139f43af4531eb15ad55d5fd78ce
6XvS9xbnOsJKrGL30NZM,4,train,images/train/class_4/6XvS9xbnOsJKrGL30NZM.png,0.531409,caution,9c6f061f8aed3ec4279a5c7128001ace0cdd5ab4a285cc4a6d9e6e5814e70dd1
6cYUST29aReytkJO4zXi,4,val,images/val/class_4/6cYUST29aReytkJO4zXi.png,0.154871,normal,dfb65ad28d2c2a8b68c6d18f60c698622feb463ee0fb7295e817a30d39bba300
6cdHfleOSjY0BJxUZNMP,9,test,images/test/class_9/6cdHfleOSjY0BJxUZNMP.png,0.007297,normal,821ccbbbe9a1b858d519172d42007b9591983a00debbdc03b29c086542305e9a
6hFQvE8Ae5NfGVkHnC7t,2,train,images/train/class_2/6hFQvE8Ae5NfGVkHnC7t.png,0.646369,caution,22802f97333934d05661042ee411ebf81a0d71601c943586e86ebda9ebe38bfd
6hUFQKlg0x72GzZjJyI5,3,val,images/val/class_3/6hUFQKlg0x72GzZjJyI5.png,0.63643,caution,98aaee36aa068bc3e96d5abbefdc89775b70db303b99619cdcd0837b5ac77337
6kgpyCID8l4Pw7BYHTjM,8,val,images/val/class_8/6kgpyCID8l4Pw7BYHTjM.png,0.238566,normal,484924fe1b658c587ec98f18cc03e171f7827deed39d7fb2da799838f8165d03
6lYnP71M2umQ3V4jJdLk,2,train,images/train/class_2/6lYnP71M2umQ3V4jJdLk.png,0.00871,normal,0c3d0814a6f53f1689cc85189540ca1e379ec498d277dbdb379af0e440350d0b
6m2KfEwGe3bJakIr8Vhj,6,test,images/test/class_6/6m2KfEwGe3bJakIr8Vhj.png,0.072775,normal,6b0b7238501af8da5ccaecb2c5cc71d6ae65d4a8e0e3db591ecf169a1d313697
6nyOgqz1XDCm9QsK4BRv,7,test,images/test/class_7/6nyOgqz1XDCm9QsK4BRv.png,0.99242,review,25d236df13bb91e1e3c3d624bcfd1502e19e627c671fdb5bdb2598c3ab4ecd7d
6tIbeDRa0jfnZYcFqVdL,1,train,images/train/class_1/6tIbeDRa0jfnZYcFqVdL.png,0.158521,normal,d1950ee0df9149c84db47507f068bb189c933906fd28e36eca2089462320a617
6tfq21R8nrIeSWAULNVk,3,train,images/train/class_3/6tfq21R8nrIeSWAULNVk.png,0.636649,caution,312898c7abfba2508ad2cbcc1c0de7e8c0397769cf9ba0572a5f4ba443c39aa0
6tmqe5B8JDsQnyhGo7vP,2,test,images/test/class_2/6tmqe5B8JDsQnyhGo7vP.png,0.004498,normal,b4254a23da20173c7487d4860a972518df46f5143953975eac0baf6e98e4ef6f
6unp3PJlh9AoH5tsOE12,1,train,images/train/class_1/6unp3PJlh9AoH5tsOE12.png,0.001651,normal,50d595a859fef5fe469d62059301df8b1fc480e9bdc78496ec6be985e3ec07b1
6wHyQ3DVLMBtsxnhGvmo,6,train,images/train/class_6/6wHyQ3DVLMBtsxnhGvmo.png,0.267127,normal,3b17ee7e8f480bdbaf1eb4c8b7e859440583fcabd3b9484ebb3f7353f9ed77de
6zGBMr2YkjqfXFtUb1Z4,3,train,images/train/class_3/6zGBMr2YkjqfXFtUb1Z4.png,0.637937,caution,1b95b296c6d5fcdf9695a400348e131b095cc270fab95fb99a59c39963547bde
723C8e4nNUKMLrQZYdpP,6,train,images/train/class_6/723C8e4nNUKMLrQZYdpP.png,0.036933,normal,cc001b543e57977ee7e50f3a221da2b8c4875e15335d852b50818d76abbc5c61
72KpNMPtbRArxQLszX49,3,train,images/train/class_3/72KpNMPtbRArxQLszX49.png,0.638374,caution,a09dc2ea4fffe2b334507be75090e6c8d2ecf3ee59203e6a4ab9e02c0bd77f73
75qSAohLWYb60Hs24NUF,2,train,images/train/class_2/75qSAohLWYb60Hs24NUF.png,0.004741,normal,991a675971a4cb00808cb4db230f5a705629a93388e93b7f2daebdf1f33c6574
7A10IwRlFPe2x9KhagSV,1,train,images/train/class_1/7A10IwRlFPe2x9KhagSV.png,0.11403,normal,8e309f4f91ff7de49e39b1bfcba9ecf815e7fd56d3eb52a36374910ba204f861
7CAzl4vfXB9jtU5eaSPV,1,val,images/val/class_1/7CAzl4vfXB9jtU5eaSPV.png,0.028779,review,64db897efb5fb839e087fb9cecd7e0e34aafae2775a9898338ea481c009c28e2
7DLNKwxjz5AoPZtcXrHB,1,test,images/test/class_1/7DLNKwxjz5AoPZtcXrHB.png,0.002078,normal,63a27d3c10eaa3ab23a9acf3a96dd57bb8dd66dbd069d8485edc77187f277d5b
7Ebd8M0gDHBRIjFvr6SQ,4,train,images/train/class_4/7Ebd8M0gDHBRIjFvr6SQ.png,0.257737,normal,85ec76b356280d16cbb4b18d44c19685775961cfb5697cbe2fcd250fe3406a1a
7G3kjlrJTEBAdbepzQOc,3,train,images/train/class_3/7G3kjlrJTEBAdbepzQOc.png,0.635993,caution,75cfb32929e7beeef5d6d246f93f20034d891543e51a48bcd401d34772c45977
7GsWJqlM3kCt62axD5O8,4,train,images/train/class_4/7GsWJqlM3kCt62axD5O8.png,0.28363,normal,132aa9ec58d2d20293551fd9476574266d0fcc79aff290e69fe4f185758864f0
7MQb5VEYLiSBPt1GZgeJ,1,train,images/train/class_1/7MQb5VEYLiSBPt1GZgeJ.png,0.032372,normal,4952a2520eec204d3d623c5b907c1825364eb7bb1d7f867f7800777bb07403dd
7SAUNtQf8RMmL904jxID,2,train,images/train/class_2/7SAUNtQf8RMmL904jxID.png,0.001672,normal,9da24a660c51b64f768f33d05b984aec8df53fe891f4ad840b02ebf2cd728479
7TOAFQ4IL2oain9Z1DRq,9,val,images/val/class_9/7TOAFQ4IL2oain9Z1DRq.png,0.001808,normal,b18485b4f7effb1a13b213ad7c244e4fc2cf5ccaafe002ece74b9091520b7fe2
7Tqx4LAfG8hZHivBO0CD,7,val,images/val/class_7/7Tqx4LAfG8hZHivBO0CD.png,0.99242,review,440cfe0d2ed417cd41736083fc436445d07f70bc574be4341f7142bbe1f8d2d1
7Z54Kq6E2GTvgbyXunm8,8,val,images/val/class_8/7Z54Kq6E2GTvgbyXunm8.png,0.070943,normal,f06b1642bda7f996825590f83cc97c1fecf5a91b530a3827c8bcd291a3e82b31
7akW4s9DnVjR20eflLYm,1,val,images/val/class_1/7akW4s9DnVjR20eflLYm.png,0.065643,normal,a18e71be7a2a8974b4c2cdec0e8b4362fc9efb85a8b75c082d57075d45bc418c
7cyYPthi5KmvXEs2NkRj,5,train,images/train/class_5/7cyYPthi5KmvXEs2NkRj.png,0.835689,caution,55e2db41dab464e8c884d3844226ca678487dd08094865785f2bec65c7099c03
7lz9eQuHKTdVIfGYMrUn,3,train,images/train/class_3/7lz9eQuHKTdVIfGYMrUn.png,0.636867,caution,dba377465d6c6d8809226cc1997334366e0474fc2792a06ec1abcf8e8e4d415e
7rLEfBjbiyXDU0Aewa4P,3,train,images/train/class_3/7rLEfBjbiyXDU0Aewa4P.png,0.66178,caution,65b89ccf2e2cab34fe5eaf88d61db623b9900521468360dfd795be87017e372a
7uj5dveZfCAg4MWnorY0,2,train,images/train/class_2/7uj5dveZfCAg4MWnorY0.png,0.009439,normal,a18019b454b3b12fd1cce6065d62964fc95d7af3186942a7133a7209cfc3a892
7w9HgKIJmjx0cYnea243,2,train,images/train/class_2/7w9HgKIJmjx0cYnea243.png,0.007179,normal,8ac06a702620a0e6a6818f7176f09da3e006ede3b388a4861d5934facb657ef4
7waVJqpLnoxz4fKsZv39,9,train,images/train/class_9/7waVJqpLnoxz4fKsZv39.png,0.020901,normal,7f7cde734a80c701f1cc633a863a0c0364c53b0bd53c9fa0131536c44a8d8d58
7yxCFjirtYhceaPuNZkD,9,train,images/train/class_9/7yxCFjirtYhceaPuNZkD.png,0.000303,normal,d6710238b09cf9d601858ffe0aac90900f3b2f9ef16f185729d8234445dbbb19
80G5QtOzNdR9CVxTJ3Uv,1,train,images/train/class_1/80G5QtOzNdR9CVxTJ3Uv.png,0.004617,normal,d57b1205595f7ceea8c47ebe3e4a9442da3778404870493318a016ccedc6e3ce
81lKRfdtTgnpWqIUYMzo,3,train,images/train/class_3/81lKRfdtTgnpWqIUYMzo.png,0.636649,caution,bbf87884bfc680548c2e4eaa6dabc61d84b9c7c736cfc7239f369e03c52a633a
82L6irNBWpMQZ9DRlXKw,6,train,images/train/class_6/82L6irNBWpMQZ9DRlXKw.png,0.027372,normal,e32dffd3a5c3c5827e103978241372b0e107155b4f65d05a293b6a1902a3323d
86kXs2U1IEtu7d3fvxJY,7,train,images/train/class_7/86kXs2U1IEtu7d3fvxJY.png,0.99242,review,e1e63d7c842dcc2206da1454c06e95d745e23914cc7addca08657722e9d582d3
8CKcwMWse2LIa9tkhGXE,6,val,images/val/class_6/8CKcwMWse2LIa9tkhGXE.png,0.021781,normal,40705484804c7425647764bce54cc828556022966520be6b30b435ae58b21337
8JqbzxWR216yr3Ptgems,3,val,images/val/class_3/8JqbzxWR216yr3Ptgems.png,0.635993,caution,5783bbefcd7d89e648be2da677fc56d146985c2c2fb9111f6a7b1f5a9d2efd89
8VrlyPxXiEU2Bwg5ce3Q,9,test,images/test/class_9/8VrlyPxXiEU2Bwg5ce3Q.png,0.002136,normal,0a3f54ed19c29f07ae47a64c94ceb6e9f4c8454ef84e81e8b5c98daf58bd6976
8XarpMwmLAk1gTDfYZol,9,train,images/train/class_9/8XarpMwmLAk1gTDfYZol.png,0.000262,normal,e571b0ef22e87d332054306e1ac51c2b86a83d5a30167ffdecf62891382f2888
8aIkyv7jJRcWpYOD9Ub1,8,train,images/train/class_8/8aIkyv7jJRcWpYOD9Ub1.png,0.632121,review,ee369bb4ce1d6a29fbc9d5b0a91b32d911636eba630e297179aae326743625cb
8gvOauLJb39wNfdAMDt6,2,test,images/test/class_2/8gvOauLJb39wNfdAMDt6.png,0.004315,normal,222eabde6a88e183f3d46f369896257043d4c26375ee449aa499567d64cbba87
8hIFCdlVcX0uxefwQ5E7,9,test,images/test/class_9/8hIFCdlVcX0uxefwQ5E7.png,0.119548,normal,acd2b16ff427d5b4b7dd3ce8d8adb8421a67237ab71b2ca09ede1f7b90fabcec
8iZw1cMaPBr4RJzxlFXH,1,train,images/train/class_1/8iZw1cMaPBr4RJzxlFXH.png,0.017375,review,d3f42bc0c61053c4dc1194be9e2dfef048ae89dad819d4a9c1e611fba633f1cc
8jN4P37vE9ROTiHoZaDG,6,test,images/test/class_6/8jN4P37vE9ROTiHoZaDG.png,0.027575,normal,f76022e9539169bf4a761f64cd8f4215d195f4df01242221671131deba149a32
8kVfT5MmuErjvdPsZxIY,7,train,images/train/class_7/8kVfT5MmuErjvdPsZxIY.png,0.994799,review,5563d4a7c5b56f98c752257a6d4bc4d0e40b30a9a00481e41d412eede3cd2e8d
8lW0SucRGF2OTNLe7KZH,3,train,images/train/class_3/8lW0SucRGF2OTNLe7KZH.png,0.637937,caution,948b8c883383aec3ff315769a88e5df85da099e68fb73a11b336d3034d811691
8mWh570SFDzATaLEeVH6,3,train,images/train/class_3/8mWh570SFDzATaLEeVH6.png,0.637937,caution,ea0c7c0e5b0c5e27c191782248d0070e897964afb1320277b7dbff0b9e6cab72
8odIrLKhPvcDWNCVasUl,4,test,images/test/class_4/8odIrLKhPvcDWNCVasUl.png,0.526649,caution,ca6ac39fad645c779d1c17ff86130613fd5750515b57df0b15214a6fdaeb54ff
8vLGE0QNUBHaK3dt5hyl,7,train,images/train/class_7/8vLGE0QNUBHaK3dt5hyl.png,0.992018,review,bb542e4e789c38ea7dee2bbaa7e303e288a54a23431b444110870bedfc05be4e
8wSjurzyd3Z1UfgFJe6h,9,train,images/train/class_9/8wSjurzyd3Z1UfgFJe6h.png,0.00107,normal,e18e66bb9da8edd9d7fa2f25b4758beec709ab67742c171d35633ff14d5d74f7
8wiAzpNQEV07aXyR6DIl,4,val,images/val/class_4/8wiAzpNQEV07aXyR6DIl.png,0.540848,caution,bc6971fb63f8fa89c4905ce5e66274b4a5ffcbbf65e7f7b2c6c9fe3594258baa
8wm2jYBqV30okUMfuDCd,5,train,images/train/class_5/8wm2jYBqV30okUMfuDCd.png,0.847921,caution,b95670534f1e5881762c5b447dc8893eeaf098d8d8fe6c5e43761d435e0293ea
93DFQGKTLxy8Ej6kwlPu,9,train,images/train/class_9/93DFQGKTLxy8Ej6kwlPu.png,0.000346,normal,25fb11a7a12cc84c8982298f8d12c6b983a8a4c1cbfdb7ac9b8c66de72398b60
93a1FbpJTGSxjfNElrz6,2,val,images/val/class_2/93a1FbpJTGSxjfNElrz6.png,0.035223,normal,6b20f2629b78b551564bb22ad2a4990100ddebe4b993c21587e3581082848901
94dA6U1Diuc0rQxlyveO,1,train,images/train/class_1/94dA6U1Diuc0rQxlyveO.png,0.109228,normal,0ab91814ff64811212821cb1b2045415799d431b5dc3e9b1f5e446ebcba57d44
974hJRWKfvXaTtNoqMGl,7,train,images/train/class_7/974hJRWKfvXaTtNoqMGl.png,0.992377,review,124e5fe7e0d58abcf4ef6cfa74a147501e65e252ab9f4a423f2465a95445a8df
98fBSiA2Nul5EzmnC6kt,2,val,images/val/class_2/98fBSiA2Nul5EzmnC6kt.png,0.003825,normal,a6ac03762b261729142e09b536ea50a4fcd925bb38da7e2f4763926961fe660b
9AN1xYGCFidTnrJc5RUQ,3,train,images/train/class_3/9AN1xYGCFidTnrJc5RUQ.png,0.66178,caution,ef6efca3b0d3b524ca21137acf14a105d95d4e2944389b57f64ad12cf4cc4f25
9CVbzaWsLvcHjPqZu2Q3,4,val,images/val/class_4/9CVbzaWsLvcHjPqZu2Q3.png,0.254025,normal,e110f3ed8157d4d8bd489a574857d339dc8fdcb0748ecaeec497df64909ec6c1
9CpcVP4NlA0n2hU7DzTY,4,train,images/train/class_4/9CpcVP4NlA0n2hU7DzTY.png,0.585425,caution,dc4fa3467f3373b796086a2345da16b03e755b04b28f446d5accadbc595cc982
9DauIvUMYJ15so3beSn0,4,train,images/train/class_4/9DauIvUMYJ15so3beSn0.png,0.477134,normal,03f5ec9a8997b57c3650d985c50df17efc19e94729fd8f79e5524f28c94bd493
9KMBloOjwteu6ZxUhCzJ,2,train,images/train/class_2/9KMBloOjwteu6ZxUhCzJ.png,0.068493,normal,d2be4cf28c1a777d0ed112231a8c62286dcca31be66d7865933a4c4e6aafcee6
9MFzgoiD3y0BXQGdY8vq,4,train,images/train/class_4/9MFzgoiD3y0BXQGdY8vq.png,0.556815,caution,2cd00b58a6c7ee277b4996a10c86bf351cbff943be6b0cc96be6630ac4da2b5f
9MKSaiLY4AtGDZfvRQ1E,4,train,images/train/class_4/9MKSaiLY4AtGDZfvRQ1E.png,0.467497,normal,ea71ebb2bbe9096da3933f0ea15c751ce21c23066e9e5520a8be3e3e0f8f563a
9PjuhOrlRqxHeQcEBYMX,3,train,images/train/class_3/9PjuhOrlRqxHeQcEBYMX.png,0.635119,caution,61b91ba076eed9062f39da6f2844ecc50bb7ece89a921fc88d81e3c23ac7ab80
9QRkLX8V3CAmUwb64aDJ,3,train,images/train/class_3/9QRkLX8V3CAmUwb64aDJ.png,0.635993,caution,210f254629eafcd76a287e8d577d3494e1e7cd1bfd297fedeec4dbb9a38ca3a1
9XqeCuYvWS62VE5giIz0,2,val,images/val/class_2/9XqeCuYvWS62VE5giIz0.png,0.004416,normal,9fd0f301e4b6bb558a774d326092225b9b6cd5badbca82ad22d93733f5cdf5e0
9dqPn4IQFJCw127aTVhp,6,train,images/train/class_6/9dqPn4IQFJCw127aTVhp.png,0.095157,normal,8c5889565a98902b09dd2aa25b6cd00f0b14b70c9045e208f2adef88520cea79
9eMPNZm0jOhr1SLBDs46,4,val,images/val/class_4/9eMPNZm0jOhr1SLBDs46.png,0.536879,caution,1b7263887cb769a0c03b7ee89cf75274b6250ed426cb20019875319563c756d3
9eYt5hjsLfTizPRZ0aUJ,6,test,images/test/class_6/9eYt5hjsLfTizPRZ0aUJ.png,0.049015,normal,1d0c6fb0d3367fcb197c1b404dba6a9c1abb9d73d90c3615a594bb8f327b8872
9gBVZNKoIPkFM8vOp45G,2,train,images/train/class_2/9gBVZNKoIPkFM8vOp45G.png,0.067015,normal,64048d2d958049b4f71df8955ff427b84e130d399011b71af1b45b47dc8c3fea
9k7XsAPloT1qrQeV8RCa,1,train,images/train/class_1/9k7XsAPloT1qrQeV8RCa.png,0.0381,normal,ee986389c128cd3a6ae7be1cb9dd6b7137ec5caf52308ab17c5e261fb14772e4
9l5grVFxD4EItfTnqmks,8,train,images/train/class_8/9l5grVFxD4EItfTnqmks.png,0.070943,normal,5bc257e64353063643af5530648ed860f27bf6fc7f23434fe4c6a7687d2f018f
9lHyVeXERtIaZcL4kWqM,4,val,images/val/class_4/9lHyVeXERtIaZcL4kWqM.png,0.330811,normal,90972eb228ad1732b492eaa69e1b917940f1898374c1ecde113fe9aa575a28b6
9ra6FlEPuhYQX72JAdzf,8,train,images/train/class_8/9ra6FlEPuhYQX72JAdzf.png,0.067446,normal,8a122389311cf6706ba5909f3ed43d8ce2952a1df746f1184a9ea0c556b269ea
9wOVdUL6r0SmjE1kAMxW,8,train,images/train/class_8/9wOVdUL6r0SmjE1kAMxW.png,0.056738,normal,4261102ee7ff8fd39204a16ad62006d0b9561c17c50e27f0da8171f4b8bfc542
9xTAMrBbq2ugRtDJ3lGU,2,train,images/train/class_2/9xTAMrBbq2ugRtDJ3lGU.png,0.00788,normal,3623da10891d077932a8edbccbc719661f9261abac5cc480e7765f643b17a089
A4Gwv2fplFCVaiSbKJN0,8,test,images/test/class_8/A4Gwv2fplFCVaiSbKJN0.png,0.070943,normal,8cfed46c7f4b3742e37d9d696a17cdc409aa2047645b447555362f769902840a
AHErPLd2pTyWusBgXZOx,6,train,images/train/class_6/AHErPLd2pTyWusBgXZOx.png,0.043716,normal,38498ca10e0c0209c618da2172e0840e6b59eacf15f8db1a5a20b16bde1bd980
AJBxQN3qer6FYj1RkbdU,9,val,images/val/class_9/AJBxQN3qer6FYj1RkbdU.png,0.023728,normal,69f5e29c7f89050a8b8e0a83417c4d16d21986be7106747a25152a5dbe1d995f
AK0WapSl9V5GYu1HsxLB,6,train,images/train/class_6/AK0WapSl9V5GYu1HsxLB.png,0.490564,normal,c3c96c7b805d709d1458b43a3fb002f192ad9db46447a51f0181ea6570079c48
AK8ZjCh1nXIzygf2s3Tv,6,val,images/val/class_6/AK8ZjCh1nXIzygf2s3Tv.png,0.087565,normal,d73b29a16c2a1ca03eecc42612e6de1505c1fb71f67d492297cc28e6f1a1c273
ANz6knJhUMmGgC2av4iB,6,val,images/val/class_6/ANz6knJhUMmGgC2av4iB.png,0.045281,normal,d9a46a010b055476a0de535176a6968208c34f6879606ce088fcf03bc62f4022
AOVMlEpXa3N2Tj581QGc,7,test,images/test/class_7/AOVMlEpXa3N2Tj581QGc.png,0.994799,review,9bb8cd0d86d861bd509ffac2a082cae0b23268d7728111537498cb9491f7bff7
APTVokiODMSIyn3r5UuW,3,test,images/test/class_3/APTVokiODMSIyn3r5UuW.png,0.638374,caution,15c5fb3ffb89f802928e6aa85a95e56d4b85d1a06c93da2c1a871468d28a1e66
ARIuhH95Kori4B8wmQLM,4,train,images/train/class_4/ARIuhH95Kori4B8wmQLM.png,0.416184,normal,7049bbd72652f697f2a6dd661162da40f08de97ce85e6edad18c17379fe5f11b
ATKzi05WXfeNpJPcvmaZ,6,train,images/train/class_6/ATKzi05WXfeNpJPcvmaZ.png,0.042809,normal,69bdf802f84297d098dcf90115ce2293b328598b86392b434188edfae60fb74b
AXvM7mlBfJ8eHVDcspNz,7,val,images/val/class_7/AXvM7mlBfJ8eHVDcspNz.png,0.023012,normal,e36c418e55552da73662858e0c769907daacff77eabd30cd4557e44e391f1281
AYVnhTKJPbW2eBjrQ3Cc,8,train,images/train/class_8/AYVnhTKJPbW2eBjrQ3Cc.png,0.067446,normal,5436a0dc7d59a5aa8db95bc76ce16b8d7f6e6e88c1b473655389debcae07bd09
Ab76U0fJanpo2QwxVN9e,4,val,images/val/class_4/Ab76U0fJanpo2QwxVN9e.png,0.52541,caution,907c1edebb5134aa835f35cd07c2a49c1e9df26b31446c3719ee4e6da5f98a43
AeCXyFRcU2SsgvVTpMzi,5,train,images/train/class_5/AeCXyFRcU2SsgvVTpMzi.png,0.168165,normal,5f91dda02a33525d60b7c385a879c1fd2e21c7503369723c074ce10d5223fe6c
AiTGE0dPvU4JH92LYoXD,4,train,images/train/class_4/AiTGE0dPvU4JH92LYoXD.png,0.209093,normal,3c90e1b6303f442a40ed3e7cc3ecaf69f883808965a737ec151e8c519f39babc
AkmwZ96MNWGXnObY21SQ,9,val,images/val/class_9/AkmwZ96MNWGXnObY21SQ.png,0.00193,normal,4489066e3f2d42df466f8412a2dff5a58f27837074cf11a882082aabbb6821f8
AlNimKRVGWnbq7X64jfs,4,train,images/train/class_4/AlNimKRVGWnbq7X64jfs.png,0.390377,normal,2945833c0e015e176b356f67698f012ac6447086fa5f83d11def490d146f03ce
AtWjoFLHmYaelhIfzin9,1,train,images/train/class_1/AtWjoFLHmYaelhIfzin9.png,0.028611,normal,4cc04670730fb816aac42b948518764df29c6eb931ec1063a1ebcc7d661abb11
Ax8CPSOsnjuY1cDyNbqH,6,train,images/train/class_6/Ax8CPSOsnjuY1cDyNbqH.png,0.021251,normal,79af905f0948ef25f5b48beddf49ea43e3af31cedfc297a613bc047a0df7813d
AxOFp3oSKE5lCVHPsLjm,2,train,images/train/class_2/AxOFp3oSKE5lCVHPsLjm.png,0.004403,normal,e017f2ad3fdb55aeb94f3457650d0bbf0a7c1e6af5b8f74e5820d0aedec9f4b1
B17Ru4gs0vhqyMjCtLZw,9,train,images/train/class_9/B17Ru4gs0vhqyMjCtLZw.png,0.123128,normal,08a1bf569129896a57479c3b193a70f7a30e4987bd94dd0b4aaf942a5f30b2ca
B1RqJe6Mmwjnls7K4aUI,9,train,images/train/class_9/B1RqJe6Mmwjnls7K4aUI.png,0.000335,normal,d9b0d5e964b8880a4b9b2ac0978685b8e517847bc138a96a462573608cd7055e
B3F57b1RXv8cuGZifynU,9,train,images/train/class_9/B3F57b1RXv8cuGZifynU.png,0.000336,normal,ac6bfc088b96877d6afc2c026d136f31e31f5a4cd27704070c456a4a0a75cc34
B5KcvwyrkjX8oZWbMRap,1,val,images/val/class_1/B5KcvwyrkjX8oZWbMRap.png,0.035048,normal,f9510ccb129765b548170c3c3d122605b10de5502c20584e658870c3c81eb1a8
