Id,Class,split,byte_length,truncated,padded,known_byte_count,unknown_byte_count,unknown_byte_ratio,entropy
AK8ZjCh1nXIzygf2s3Tv,6,val,184320,183296,0,168180,16140,0.08756510416666667,6.628530326609422
ANz6knJhUMmGgC2av4iB,6,val,602112,601088,0,574848,27264,0.04528061224489796,7.4762163623668485
AOVMlEpXa3N2Tj581QGc,7,test,1245184,1244160,0,6476,1238708,0.994799162212171,5.060800794846271
APTVokiODMSIyn3r5UuW,3,test,2347008,2345984,0,848740,1498268,0.6383736229275742,7.979893535722557
ARIuhH95Kori4B8wmQLM,4,train,237568,236544,0,138696,98872,0.41618399784482757,7.30153525945721
ATKzi05WXfeNpJPcvmaZ,6,train,499712,498688,0,478320,21392,0.042808657786885244,6.682799941446776
AXvM7mlBfJ8eHVDcspNz,7,val,1437696,1436672,0,1404612,33084,0.023011818910256412,6.258117819134309
AYVnhTKJPbW2eBjrQ3Cc,8,train,126976,125952,0,118412,8564,0.06744581653225806,7.06577218742639
Ab76U0fJanpo2QwxVN9e,4,val,630784,629760,0,299364,331420,0.5254096489448052,7.954847129562843
AeCXyFRcU2SsgvVTpMzi,5,train,331776,330752,0,275983,55793,0.16816466531635801,7.680014581492273
AiTGE0dPvU4JH92LYoXD,4,train,73728,72704,0,58312,15416,0.20909288194444445,7.877760517596579
AkmwZ96MNWGXnObY21SQ,9,val,176128,175104,0,175788,340,0.0019304142441860465,6.642180345685883
AlNimKRVGWnbq7X64jfs,4,train,241664,240640,0,147324,94340,0.3903767213983051,7.866410853578206
AtWjoFLHmYaelhIfzin9,1,train,151552,150528,0,147216,4336,0.028610641891891893,7.01678423935606
Ax8CPSOsnjuY1cDyNbqH,6,train,548864,547840,0,537200,11664,0.02125116604477612,7.977119382542237
AxOFp3oSKE5lCVHPsLjm,2,train,1585152,1584128,0,1578172,6980,0.004403363210594315,5.915997138220462
B17Ru4gs0vhqyMjCtLZw,9,train,147456,146432,0,129300,18156,0.12312825520833333,7.29126443056281
B1RqJe6Mmwjnls7K4aUI,9,train,1327104,1326080,0,1326660,444,0.0003345630787037037,6.921164459074136
B3F57b1RXv8cuGZifynU,9,train,1335296,1334272,0,1334848,448,0.00033550613496932517,6.443236190354352
B5KcvwyrkjX8oZWbMRap,1,val,258048,257024,0,249004,9044,0.03504774305555555,6.43437400863092
B6dzEY3kKIn8me9McfGg,5,train,1847296,1846272,0,293312,1553984,0.8412208980044346,7.739370118910079
B7O90Mfiz5EPpJyTdXFb,2,test,2596864,2595840,0,2586152,10712,0.00412497535488959,4.387053117864253
BAGfw1SeoPIqyhTErbit,4,val,155648,154624,0,80740,74908,0.48126541940789475,7.920366727971357
BASrsZoQNCtedvFkT5Xz,6,val,573440,572416,0,547200,26240,0.04575892857142857,7.500639611117833
BEcVolryIXTuDYLKbgGj,6,train,167936,166912,0,167732,204,0.001214748475609756,7.56490809727185
BEqMgotbrGVUiXsuFJWw,3,train,3125248,3124224,0,805220,2320028,0.7423500471002621,7.993354390048771
BK2Osv0kr1lnCpSDUaIf,6,train,565248,564224,0,547440,17808,0.03150475543478261,7.979760393106073
BKXtxeYlLsprabEWIQhn,5,train,339968,338944,0,285924,54044,0.15896790286144577,7.660741052415832
BL4IWnsa2AbXyoPHQ0kJ,1,train,167936,166912,0,159320,8616,0.051305259146341466,6.820546593904136
BM9ri8vXtbxJNem6S4wg,8,train,126976,125952,0,118412,8564,0.06744581653225806,6.718783484313272
BRHGMC6IkeKx4LjfPJ1Y,1,train,897024,896000,0,887672,9352,0.0104255850456621,6.797515138388041
BRcPd4zStO9XVsnayUYw,1,test,184320,183296,0,154940,29380,0.1593967013888889,6.534623143468496
BTQCdlRynE0jZFomPDwq,2,train,1177060,1176036,0,1166596,10464,0.00888994613698537,6.021604091109161
BdonVvH3SC2IFgc6NQTh,7,train,1462272,1461248,0,11084,1451188,0.9924200148809523,3.88019660808708
Be50gvTzhjPKQ4m2FyLl,9,train,233472,232448,0,231916,1556,0.006664610745614035,5.664320677964554
Bi0qfC3cKRzFTNxgjbrJ,1,train,151552,150528,0,124780,26772,0.17665223817567569,7.2944876129659475
Bj1A0a6Ec4MIUQzfsTg7,4,train,647168,646144,0,299864,347304,0.5366519976265823,7.9683401596178545
BpLKvjJNAdDqyMElYnR3,7,train,1458176,1457152,0,11084,1447092,0.9923987227879213,4.886436209455429
BptGe4VriOWLUXmwoN81,1,train,815104,814080,0,723876,91228,0.11192191425879397,6.6447830368581124
BsouwtiGC4ULQcRpOWh0,8,train,126976,125952,0,117968,9008,0.07094254032258064,6.737501855834058
BvwxC30DRuqGQag5ybjn,1,train,1462272,1461248,0,1317284,144988,0.09915255164565827,6.689043890635403
BxPFmVlCKJpDQzIZcEAs,7,train,1462272,1461248,0,11084,1451188,0.9924200148809523,5.158337032543024
BxhpgtQbsyuqY06HJ2OT,9,train,3239936,3238912,0,1403148,1836788,0.5669210749841972,7.465548319646239
ByY1Q4t83mnODGTj59op,8,train,212992,211968,0,133272,79720,0.3742863581730769,6.121349202016371
Byt6LiXanHRvSsMEGFU9,8,train,237568,236544,0,172440,65128,0.27414466594827586,7.923003178046131
C1OlcN2H8W0YATqZxipn,1,train,122880,121856,0,112416,10464,0.08515625,7.401123835840053
C1XFOqQ7ifPH23LaZolY,1,test,299008,297984,0,286040,12968,0.04337007705479452,6.812739394215586
C7zrE8PH5XKtM4n0uYkT,7,test,1462272,1461248,0,11084,1451188,0.9924200148809523,4.000115578287114
CF6vmR5JGh0jw8eNoE1I,2,train,2428928,2427904,0,2417804,11124,0.004579798166104553,5.371672087400841
CFGqpn3MEZYvh9mHtL2N,8,test,315392,314368,0,189172,126220,0.40020038555194803,7.1714058866235515
CG6sL3Aug4yomNnztEIw,7,train,1388544,1387520,0,11084,1377460,0.9920175377949852,5.114523905033086
CGtMcxADYKyHhnTrebkz,6,train,573440,572416,0,557168,16272,0.02837611607142857,7.976282341928385
CITaOLPoy9vEpM0qe8X2,4,train,638976,637952,0,275808,363168,0.568359375,7.989291146506444
CJd8AaX1f4EqUVtj9Won,4,train,217088,216064,0,108380,108708,0.500755454009434,7.921431513800364
CLZ15SyTFMUBH3ldR427,9,test,892928,891904,0,671212,221716,0.24830221473623854,7.6889123005498465
CMKGnmX4D3dQIzgxUAqT,1,train,196608,195584,0,196376,232,0.0011800130208333333,7.0884885032418214
COz1qc0Ds7RHkdbQBwvU,4,train,647168,646144,0,308168,339000,0.5238207080696202,7.965125939860183
CR9GPyMf7ASTVdHWvoX2,1,train,274432,273408,0,249144,25288,0.09214668843283583,6.909499637291514
CRrAOvzk452LVZIGMWsq,5,train,1634304,1633280,0,264740,1369564,0.8380105537280702,7.797904317570324
CWDE4xUiRdwmFGAt80pn,6,test,823296,822272,0,798568,24728,0.03003537002487562,6.693798640892055
CX7ol6EGO5dcu8pPirjI,1,train,352256,351232,0,347440,4816,0.013671875,5.0999880250152385
CZ2gJmqpoi0PuKQnxfHw,9,train,851968,850944,0,831788,20180,0.023686335637019232,7.326420326335945
CZERL3GtjlXBSK2QidO6,4,test,643072,642048,0,285528,357544,0.5559937300955414,7.9813425288555475
Ce3k2BNVSYobKq5zGTtI,9,train,176128,175104,0,175768,360,0.002043968023255814,6.613773154066411
CmqH2NFrlY4EyvzkTW1S,1,test,188416,187392,0,175716,12700,0.06740404211956522,7.074872226223839
CnhXYK6fcAieFjQgJ4Hv,4,train,176128,175104,0,109408,66720,0.3788154069767442,7.894822586895547
CofyHkdmFVtYO5KWJn46,8,train,126976,125952,0,117968,9008,0.07094254032258064,7.053048544779928
CpqoJfz2l3hv9bsUOBHR,6,train,512000,510976,0,497264,14736,0.02878125,7.98182572953789
CvdWjIn9A4GkBbp1HF6T,4,train,630784,629760,0,297824,332960,0.5278510551948052,7.95804777727196
Cvi1y2efF0AhORZ75uNK,8,train,126976,125952,0,117968,9008,0.07094254032258064,7.141019343052879
D0xHyj1fV5sA3tN4JL26,6,train,585728,584704,0,561024,24704,0.042176573426573424,7.46778005758393
D14MK7pSBhfeR3WxHztw,2,val,2523136,2522112,0,2509352,13784,0.005463042816558442,4.4760082575312925
D3P5wso2J0hYbKRIWaCL,6,train,516096,515072,0,504572,11524,0.022329179067460316,6.851991588597002
D3n6SdQlaemK42C9gfR0,6,val,565248,564224,0,555632,9616,0.017012001811594204,4.312453400780251
D3ukxpLVATJ8FR5m9Cjd,3,train,3125248,3124224,0,1606500,1518748,0.48596079415137616,7.994200263817179
D5Rb6TvCxzcwhUsF4J9A,3,train,2347008,2345984,0,854884,1492124,0.6357558218804538,7.977448094004092
D6WLAbdEhBvgXrRMJkao,4,val,188416,187392,0,102372,86044,0.4566703464673913,7.906954414697736
D6u5yVKshqgxUP3WkGf1,9,train,229376,228352,0,227900,1476,0.006434849330357143,5.74840769507514
D95QEl8vuaTqdIAszekS,2,train,466944,465920,0,450064,16880,0.0361499451754386,5.556081078795064
D9XrA6kMy2sh8ZYnjqiT,8,train,176128,175104,0,164528,11600,0.06586119186046512,5.823459397528161
DCbTkH41EJzSQtLAVFmp,2,train,897024,896000,0,890112,6912,0.007705479452054794,5.345431843256878
DEyOUKzN2g8suv96eYoC,5,train,880640,879616,0,250488,630152,0.715561409883721,7.874562179692602
DF8mJsVZeA2E6INP03vc,6,train,622592,621568,0,609904,12688,0.020379317434210526,7.955741654412259
DIjcFZaN2Ly4VGnKdoql,9,test,1249280,1248256,0,1248904,376,0.0003009733606557377,5.084545302687531
DPVTHpkfLrABWaqgoyjw,8,train,389120,388096,0,159640,229480,0.5897409539473685,4.41275361621927
DQ5fK17GCZbnJs6oNWva,2,test,1880064,1879040,0,1869980,10084,0.0053636471949891065,5.924389956180913
DRsZqtFbzNrucxWaJofL,4,train,61440,60416,0,29028,32412,0.5275390625,7.64911537388092
DUVqFkRTd3MnipSGWgbX,9,train,1327104,1326080,0,1326724,380,0.0002863377700617284,6.444291022164668
DVsfP6pU89nBdhZHqxI5,3,train,2342912,2341888,0,852836,1490076,0.6359931572333916,7.982159744250328
DYzoP85CvmEU6BHWwVT0,3,train,2342912,2341888,0,852836,1490076,0.6359931572333916,7.982093290376335
DayOBihLJU5IkSjAgMmt,9,train,1327104,1326080,0,1326700,404,0.00030442226080246913,6.756075274930116
Db0XpT26ZKq1d8eVPzfx,3,val,3125248,3124224,0,1607524,1517724,0.4856331401539974,7.993944900710593
DdQMyxkfHuoOFEURZTBi,1,train,155648,154624,0,143504,12144,0.07802220394736842,6.867931402965159
DeNw5KicW6YRnFjQbmaE,1,train,385024,384000,0,376472,8552,0.02221160239361702,6.635447033795808
Di0ceNElhvZrdMRgbyYX,2,test,684032,683008,0,683240,792,0.0011578405688622755,4.803957793247734
DibnkXflY49wcOpo7vyK,6,train,552960,551936,0,537200,15760,0.02850115740740741,7.977558332795649
Dj3FqX9IAHco2tG1UOZS,5,train,2363392,2362368,0,278024,2085368,0.882362299610052,7.86955528048828
DkNYd806tFbgoJ4zf1UA,8,test,126976,125952,0,118412,8564,0.06744581653225806,7.130698548865005
DkaztyF2x9RE0sm5PMhA,3,train,3125248,3124224,0,805220,2320028,0.7423500471002621,7.99341343965508
Dn4rZAFdVq6gHktTziEC,7,test,1245184,1244160,0,6476,1238708,0.994799162212171,4.9529587363339935
DnSqtl6oksRxOwP8g0AM,8,train,299008,297984,0,68656,230352,0.7703874143835616,5.123214162342439
DohL5RXbrCuUNZtM28x7,6,train,294912,293888,0,294704,208,0.0007052951388888889,4.36782838968727
DtFJrH7gBuWNsV0YCbvR,2,train,229376,228352,0,210980,18396,0.0802001953125,6.361108747844858
E15YPWfDswVaxUlCdyoe,8,train,311296,310272,0,81792,229504,0.7372532894736842,4.780784325768957
E1ALI9eYXgG2Nk0HOoby,1,train,155648,154624,0,130884,24764,0.15910259046052633,7.240848883265425
E4HJzxXgY8B19ZADdtoL,8,test,126976,125952,0,117968,9008,0.07094254032258064,7.140544974510998
E5LXhtYsZMWfA4ebSVUk,3,train,3125248,3124224,0,805220,2320028,0.7423500471002621,7.993321614440987
E5SkPYDzxpyMwtXTWZ8a,2,train,1765376,1764352,0,1753744,11632,0.006588964617169374,5.043696039153984
E7QxgmVGInW4LClbyA5w,3,train,2342912,2341888,0,853860,1489052,0.6355560942963286,7.979007751313631
EB0d2fJGLHam1tQCUDWu,5,train,892928,891904,0,261616,631312,0.7070133314220184,7.895570658906889
EC82QvRNxyZOiAKhlo0V,6,train,188416,187392,0,188212,204,0.001082710597826087,7.499710032550235
EFyS8WGvdetUPbqiBhID,4,train,155648,154624,0,87852,67796,0.4355725740131579,7.88701796192024
EIhQGg69bACYPNXBSxy5,8,train,790528,789504,0,790244,284,0.0003592535621761658,6.0135458102156445
EKmgShQsf6a9vY0znNlU,4,train,241664,240640,0,143704,97960,0.4053561970338983,7.868969167284632
EMo7F2Xe8pgWKZfwhHuV,9,train,307200,306176,0,306820,380,0.0012369791666666666,6.938932609182073
ENo8Xj5AOMHw2LDQuYB3,2,train,282624,281600,0,265228,17396,0.06155174365942029,6.149529379887394
EOeh6tPNzBog5vQRMF0r,6,train,577536,576512,0,380548,196988,0.3410834995567376,7.8464717708315135
EPz8I26gZmCOiGbWXwhx,3,train,2342912,2341888,0,852836,1490076,0.6359931572333916,7.982363005053443
EWjvFU5GXeSaHzxBh0f9,7,val,700145,699121,0,700145,0,0.0,7.880611293370507
EXJvSznUcQjwyD4rGCNq,2,train,2396160,2395136,0,2388224,7936,0.003311965811965812,5.660852501949581
EYJryk0oKhPwRNbWuIUz,4,train,155648,154624,0,103760,51888,0.3333675986842105,7.788698768467589
EYhwV1UDBWaJlxNveuRp,3,train,2342912,2341888,0,854884,1488028,0.6351190313592657,7.977145399507119
EdT3lQiGHbzmrX2L1NgD,4,train,196608,195584,0,135624,60984,0.3101806640625,7.857122092672499
EgJw2tGHKzZ3YeR85aID,8,train,126976,125952,0,117968,9008,0.07094254032258064,7.0848940124831055
EjnR6Llw4p7sQkJWYiBq,6,train,798720,797696,0,772972,25748,0.032236578525641026,7.513955708180415
EpVF6whltPArouQzvC34,6,train,544768,543744,0,523332,21436,0.03934886043233083,6.849374995580369
Er6sn81fNIRqa2Db5pTu,2,train,1662976,1661952,0,1651704,11272,0.006778209667487684,5.423730008062554
EuH31db0IYoVintDaL9v,1,train,192512,191488,0,167692,24820,0.12892702792553193,7.242134454268058
Ewi4DkoMZnX32pfdhRem,6,train,163840,162816,0,163636,204,0.0012451171875,6.401101104602288
Ewn8395kMeDfBKxXJQd4,2,train,1205676,1204652,0,1192704,12972,0.010759109412478974,6.076797951006133
ExVywGIrOR8UiNtujSXh,6,train,204800,203776,0,188532,16268,0.07943359375,7.93430901894889
F1BvgrkuXq6zEfUsHAVG,1,train,1220608,1219584,0,1199000,21608,0.017702653104026845,6.906841067746735
F58JACMhQPSYrdxqBW2p,7,train,472355,471331,0,472355,0,0.0,7.9993835814496475
F6nOrb9ipd0SskWuJjUw,5,train,634880,633856,0,264244,370636,0.5837890625,7.908806498663673
F8CeVXzxLhnjo0BHATPZ,6,train,1032192,1031168,0,1018484,13708,0.013280474950396826,6.766999502409643
FAMI9aEG2hk8BKeNYzmZ,9,train,1339392,1338368,0,1338876,516,0.0003852494266055046,6.694554768819412
FBUMp7LZTP5SD82xyAWG,6,train,593920,592896,0,563564,30356,0.05111126077586207,7.500214114765891
FD0QUxGhmurO9Y6bITAj,4,train,212992,211968,0,102872,110120,0.5170147235576923,7.929016141005139
FDHjobQnCUSs6atXldJL,7,train,1462272,1461248,0,11084,1451188,0.9924200148809523,4.039033582104769
FIxgyKhla8MGTcAf7Xur,8,train,311296,310272,0,110788,200508,0.6441072162828947,4.97607359996568
FNRvlymt10cLEBADOj9u,7,train,1462272,1461248,0,11084,1451188,0.9924200148809523,5.273246024062649
FQLZtVfKGT83YewqPjiI,7,train,1462272,1461248,0,11084,1451188,0.9924200148809523,4.506046261141466
FQvbKakrJtVAs1oqd8cS,2,train,1798144,1797120,0,1791136,7008,0.003897351936218679,5.71480368860588
FR35AhkoUflSTdIs7bvi,2,train,1181024,1180000,0,1168084,12940,0.010956593600130057,6.03244930007709
FRzN6ZiS5KU3Iyql2sc7,9,train,847872,846848,0,830724,17148,0.0202247509057971,7.330675583235045
FSMegdBp4jGDmah6vCsr,2,train,1961984,1960960,0,1947320,14664,0.007474067066805846,6.156158081569497
FWdX4sHo6lDgZBzGKymf,1,train,192512,191488,0,192184,328,0.0017037898936170214,7.492155906920136
FXGvem2ls1xYbt7rkN3u,7,train,1712128,1711104,0,1048736,663392,0.3874663576555024,5.021942058725881
FdiEeV3N8WtUSXjmcrxo,5,val,782336,781312,0,249480,532856,0.6811088841623036,7.911908461695453
Fg8vNxDcn4oRuG3MZ0d1,3,train,3125248,3124224,0,805220,2320028,0.7423500471002621,7.993534155000886
Fi4uPsNg2TcG95h7JR0d,8,train,122880,121856,0,117044,5836,0.04749348958333333,6.790333444790269
FiHCdZeLuSOWcQBv8yKm,9,train,274432,273408,0,272340,2092,0.007623017723880597,5.795535343531192
Fiq2TudjL5KZAoBScWvJ,7,train,1257472,1256448,0,11084,1246388,0.9911854896172638,3.865215703506781
FmUz8pwNlXgbS7DW5yre,9,train,176128,175104,0,175580,548,0.003111373546511628,6.773118942513261
Fmgw4Qj1asTx0fS6Hvb2,4,test,630784,629760,0,298852,331932,0.5262213372564936,7.952511825378878
Fnda3PuqJT6Ep5vjOWCk,5,val,2326528,2325504,0,66956,2259572,0.971220634352993,7.363765849192518
Fo3l7eAEM4XDmKyIV9tj,2,train,3911680,3910656,0,3903136,8544,0.0021842277486910995,5.271143172217393
FqEZWbA3xlSf178hYjMn,4,train,217088,216064,0,119624,97464,0.44896079009433965,7.9501559595184395
FsirpP0oDwXeAzC2KndG,5,train,376832,375808,0,276432,100400,0.26643172554347827,7.5959694679810665
Fw2DKBfl05J4xkoArtU3,4,train,643072,642048,0,299976,343096,0.5335265724522293,7.99233658635012
G1VDCsLj3X8FTW2yzgO0,3,train,2342912,2341888,0,851300,1491612,0.636648751638986,7.984160666488679
GBUMvuwR3QHfLSipOohk,6,train,200704,199680,0,186996,13708,0.06829958545918367,7.9559112100313625
GBi3fRHvLPWz5kStU8hu,2,train,1871872,1870848,0,1857712,14160,0.007564619803063458,6.418175294744672
GBpWNc6frYvmq57wyxgX,4,val,241664,240640,0,150364,91300,0.3777972722457627,7.861231897239289
GEfcnxDQbBIuid5UrMoy,1,val,118784,117760,0,107432,11352,0.09556842672413793,7.188340850852098
GEs5ryOXjLYVdAM7qK8z,6,train,585728,584704,0,572988,12740,0.021750710227272728,6.7664197641457875
GHfp03Ls1VE2bjXulTqZ,8,train,126976,125952,0,117968,9008,0.07094254032258064,7.0659539985259965
GHwiU2dzIQBjApR8Kfhn,2,train,49152,48128,0,41204,7948,0.16170247395833334,6.324289467970864
GHyIqK3kbD7SvBftzaYo,4,train,671744,670720,0,279520,392224,0.5838891006097561,7.979933984556478
GKE3r56OmluVYqIZQihx,3,train,3125248,3124224,0,1606500,1518748,0.48596079415137616,7.993967515403179
GQjf5BRNoHmXzt91hb0L,1,train,131072,130048,0,130712,360,0.00274658203125,6.536929388956534
GU32g0fBF91xp7JqNXHY,2,train,3280896,3279872,0,3273484,7412,0.0022591389669163547,5.50128898983105
GV7WShk4vjpiKqbEBgsr,4,train,176128,175104,0,103760,72368,0.4108829941860465,7.92848485673008
GVeSwJETaiBybNsg87xC,3,val,2342912,2341888,0,852836,1490076,0.6359931572333916,7.982548395485498
GXFP0dYvns5NoQtIBECf,6,val,282624,281600,0,277488,5136,0.018172554347826088,7.997486281701567
GXteK0J692hS4YnpNzWu,6,train,835584,834560,0,809320,26264,0.03143190870098039,6.693056683132099
GbC6TFsQUBoX9irS8nMa,2,test,155648,154624,0,137096,18552,0.11919202302631579,6.795936641843264
GbTUXFYkMoafQSe1zN94,5,val,1200128,1199104,0,281348,918780,0.7655683393771331,7.8490383503026875
GewamPurl6D0Fs3zvbon,4,val,188416,187392,0,103792,84624,0.44913383152173914,7.91892435658824
GkMBlvTidr5oyYOVJCwc,5,test,1560576,1559552,0,263640,1296936,0.8310623769685039,7.853170691036811
GmH1ULjobZKMkcVRyqQs,8,val,327680,326656,0,97712,229968,0.701806640625,5.921394543413532
GpdqLhNUiH9tZn5zxTEg,7,train,1462272,1461248,0,11084,1451188,0.9924200148809523,4.054973149911785
GxK7nfY1mOrBNDepqWj6,4,train,159744,158720,0,102268,57476,0.3598006810897436,7.844614388950461
Gxk6Z5edAo4tUgFD9OsR,3,test,2342912,2341888,0,852324,1490588,0.6362116887019231,7.982307572721002
GxlJVp3SyrY5vKOd9QgR,9,train,634880,633856,0,171620,463260,0.7296811995967742,6.867382585707206
H24gZfhreXtDJMjo1ISx,7,train,1388544,1387520,0,11084,1377460,0.9920175377949852,5.4874295564000235
H6Vad3u8gEOPbwveYCrF,7,train,1462272,1461248,0,11084,1451188,0.9924200148809523,4.812398568067282
H8dnb7uFRMm01jqDYWC3,1,train,266240,265216,0,233060,33180,0.12462439903846154,7.127280572709466
H95BXlwhOQPirqy4YoRn,6,train,200704,199680,0,178936,21768,0.10845822704081633,6.579451020539281
HJt1Mc578nYFBDdKNkVu,8,train,122880,121856,0,117044,5836,0.04749348958333333,6.807849800806659
HKD6kbY482MvpV9saOhi,6,val,561152,560128,0,542320,18832,0.033559534671532845,7.9770224035598
HLpXtJWqcKPYl3bdQzEG,8,train,126976,125952,0,117968,9008,0.07094254032258064,6.997288456148951
HPONF4CalK7MzhrRtewg,3,test,2342912,2341888,0,792420,1550492,0.6617798705201049,7.997070547090612
HQYDIEBFLi8hM6RP5kWw,1,test,1806336,1805312,0,1648544,157792,0.0873547335600907,6.365399809698657
HRE9TjDJgZl6LcuV7yKn,2,test,1843200,1842176,0,1834740,8460,0.00458984375,5.57901352940461
HRL1PvrNMO70Gojpsexf,2,train,1650688,1649664,0,1641648,9040,0.005476504342431762,6.166857235616458
HRabWnUoX7zv8h16F3Q2,3,test,2342912,2341888,0,851300,1491612,0.636648751638986,7.98249776080838
HT1oyBYIg87K2kPuaqEZ,1,val,417792,416768,0,416296,1496,0.0035807291666666665,6.580829287790319
HYXoC7FRisqWgwP0EjLK,9,train,196608,195584,0,192120,4488,0.0228271484375,5.547746198637288
HZI8SimVhNLz1JD5fbyW,9,train,167936,166912,0,167684,252,0.0015005716463414634,6.557201309777188
HaxgVnrql4bk7FEot9Sm,7,train,1261568,1260544,0,1232068,29500,0.023383598823051948,6.284750082279896
Hc5LqZVK2yzlsb8BEfdO,5,train,2166784,2165760,0,268464,1898320,0.8761002481096408,7.8635987161433905
HeJ3ZCW4yLRrdktsnKo1,4,train,176128,175104,0,108900,67228,0.38169967296511625,7.90117528338093
HeSRou1ZPv5rNK2Wnzmx,7,train,1245184,1244160,0,6476,1238708,0.994799162212171,5.051254030309435
HgoVMZFR7racUO2EA4tI,9,train,176128,175104,0,175780,348,0.0019758357558139535,6.675980591440241
HiXUclzIL2rEutjB74Nm,7,val,1470464,1469440,0,11084,1459380,0.9924622432103064,4.834563432404041
HipXT3fGelugcbwKmkCv,1,train,159744,158720,0,134948,24796,0.15522335737179488,7.236155239948353
HlRnpWyuP37okUqjdhC2,3,train,2342912,2341888,0,852836,1490076,0.6359931572333916,7.98300921829286
HlhIyxPo0Ozd9eSkw7RY,3,train,2347008,2345984,0,850788,1496220,0.637501022578534,7.982601421767685
HnCIJEd3foNTBUtSv7wK,6,train,200704,199680,0,179824,20880,0.10403380102040816,6.586595181115911
HpMdj30s7EDPkiFLWvYy,4,train,241664,240640,0,143328,98336,0.4069120762711864,7.891711507152506
HqX48iTlfj6goR3JFWwG,8,train,122880,121856,0,115908,6972,0.05673828125,6.7405377672035085
HwOsZC4B8VSEXoa5WyqG,7,train,1245184,1244160,0,10568,1234616,0.9915129009046053,5.0182993413583645
Hy8L53hUREkZMs1PnlSY,8,train,122880,121856,0,117044,5836,0.04749348958333333,6.784731212379644
Hz8NEvBRqL31AdfQgmFn,1,train,172032,171008,0,171984,48,0.00027901785714285713,7.69978986260085
HzGMQNh0jB814iA5DbYI,7,train,1257472,1256448,0,11084,1246388,0.9911854896172638,3.6288809406711917
HzjUnQe2LAZmiT6EhGgo,8,train,122880,121856,0,118508,4372,0.03557942708333333,7.133855289591473
HzvWS4IuPE9idXmlgOAw,2,val,188416,187392,0,171044,17372,0.09220023777173914,6.674512764373523
I0hLEDxSFoykrw9Me8Yq,2,train,1970176,1969152,0,1956028,14148,0.00718108432952183,6.282777976758829
I2ZH0sW5hT4aDKwo9gR3,2,train,2580480,2579456,0,2570840,9640,0.0037357390873015875,5.253881929732325
I7LJAB2rbs1XKMYVmvdx,6,train,262144,261120,0,102824,159320,0.607757568359375,6.445839388935482
I7uOWp8RalsZHt4mb59h,3,val,2347008,2345984,0,853860,1493148,0.6361921220549738,7.979289663578298
I8qMJAXkFsO9CQzxvjK4,1,train,176128,175104,0,172212,3916,0.022233829941860465,6.824210172297468
I908mGcdwzlf6oS3QOFT,6,train,538112,537088,0,528172,9940,0.018471990960989535,6.812401519298824
I9yrDjPY4kMqU8czFRmv,6,test,512000,510976,0,492628,19372,0.0378359375,6.68448769344314
I9zqNg8Bj7RECDreiUX4,7,train,1462272,1461248,0,11084,1451188,0.9924200148809523,5.240230448182121
IHimG98vhtXQ0DF24r6O,3,train,2347008,2345984,0,850788,1496220,0.637501022578534,7.98249549922592
ILTHy6snFQiapuxbXS7R,4,train,114005,112981,0,114005,0,0.0,7.90403027962507
IOPgsKcr8nwu3kaW5HUM,9,val,204800,203776,0,203756,1044,0.00509765625,5.490022032977116
IPtWyJAjkcHm1dgaQr7f,8,train,348160,347136,0,118480,229680,0.6596966911764706,5.764956507366813
IPtfXUCL4eJc7xsOjv1i,2,train,1642496,1641472,0,1635488,7008,0.004266677057356608,5.611279853236248
IQuKqwWjoiG301AeblVD,3,train,3125248,3124224,0,805220,2320028,0.7423500471002621,7.993590079609703
ITPGq9AXn4EZKmYeFpuB,2,train,2322432,2321408,0,2309312,13120,0.005649250440917107,4.777317236491379
IUVTHk0fbcLtrx91MeRh,9,train,258048,257024,0,255304,2744,0.010633680555555556,5.936952830519623
IVk2Scu69wdmQ7tEO8rY,4,test,180224,179200,0,111960,68264,0.37877308238636365,7.859185383517487
IYFTBN6LCn7SEQgbPOaU,3,train,2347008,2345984,0,853860,1493148,0.6361921220549738,7.978225293393046
IbALBFiNrcgEW0h3Ow9k,9,test,241664,240640,0,237596,4068,0.016833289194915255,5.855106612217877
IeNRm6SYBKxiWPsETau4,8,train,122880,121856,0,115908,6972,0.05673828125,6.731894774613352
IeSLbp1rGWqQAvPX3T2j,7,train,473984,472960,0,473984,0,0.0,7.999368711531624
Iec3SYD4Gimhob1xQ7sV,8,train,274432,273408,0,138048,136384,0.49696828358208955,7.416525999296214
Ig7mTKfQJ13ap9xriVjM,2,train,1912832,1911808,0,1902456,10376,0.005424417826552463,4.9320624614080595
Ig9ZEaGmMrT1lHJhRPQx,6,train,557056,556032,0,556868,188,0.00033748851102941176,6.946657178915801
InKeBl2Tt1Oy0qaLWXRg,7,train,1519616,1518592,0,1514231,5385,0.003543658397911051,4.344881766973573
InV3KRNESFBqMHUDabGw,6,val,233472,232448,0,233264,208,0.0008908991228070175,6.819058349733055
IndbLEkgMT0ZXa7DS4YH,3,train,3125248,3124224,0,1605476,1519772,0.48628844814875494,7.994572380853356
Ip4oy5W8U1FbGrDnPajq,2,train,356352,355328,0,337440,18912,0.05307112068965517,5.924847209497579
Iq6zLDfSXargmVQAZbHl,6,test,679936,678912,0,316944,362992,0.5338620105421686,7.957629974974157
IsSfM9LGyi5c8uP3p7hJ,2,test,3162112,3161088,0,3152728,9384,0.0029676368199481867,5.679504193845484
